review,label
i am always so pleased with the customer service here .,1
they 're convenient and delicious - what more can i say or ask for ?,1
the subs and salads are large and always delicious .,1
these guys do it quite well .,1
the service has always been good .,1
i got the most fish i have ever had on a maki roll !,1
"wings with cheese on them , this place has such a wide variety .",1
the lemongrass tofu and papaya salad are my favorites !,1
it was hot in there and i do n't think they have ac .,0
this starbucks is 5-star friendly .,1
he makes customer service a priority and really wants everyone to enjoy their experience .,1
"however , last night 's dinner was just plain bad .",0
"i got the beef , the chicken & cilantro and the spinach empanadas .",0
"very pricey food , cash only , average food .",0
the potatoes were perfectly cooked and the fruit was tasty as well .,1
loved the veal dishes .,1
they were authentic recipes made with love by church ladies .,1
so much fun !,1
my husband and i went tonight for dinner .,0
i witnessed more apologies to customers that day than i ever have .,0
"crazy good sesame bread , they make it fresh everyday .",1
there is no excuse .,0
my eyebrow still has n't grown back to its normal shape .,0
"we did n't , as this was our first visit .",0
the staff is awesome .,1
you get off the elevator on the 5th floor .,0
"it was a good sandwich , nothing to write home about , tho .",1
"the service , quality , and speed of alteration world are incredible !",1
very friendly and extremely efficient .,1
"a complete waste of money , avoid at all costs .",0
two stars because i really like the drinks here .,0
i would n't trust them with a pair of socks .,0
any sandwich you get comes with coleslaw and fries with it .,1
one of the best pizza places in pittsburgh hands down .,1
always friendly always clean very consistent .,1
it makes the whole block smell wonderful !,1
always had great service .,1
it made me kind of sad .,0
"first off , i love regent square .",1
the ambiance is a little strange .,0
they get _num_ star because less was not an option .,0
this is ridiculous .,0
recommend .,1
needless to say .,0
i 've never seen a bad performance and have always enjoyed my experiences .,1
"this trend has to stop , it is not ok .",0
best corned beef on rye ... be sure to get it grilled !,1
"expect to wait a bit , but be patient , it 's worth it !",1
"overall , this made a horrible day worse .",0
right choice !,1
the portion is too small .,0
love this place .,1
"pizza hut , a pizza of last resort .",0
"if you 're not getting that , do n't bother .",0
one of my favorite places to eat while in pittsburgh .,1
i love the section of books they have .,1
the food is always good as is the service .,1
i 'm not kidding .,0
i would never stay in this hotel again .,0
they are fast and consistent in quality and the pizza is always great .,1
both the waitress and the bartender were extremely rude .,0
the delivery man was really friendly too !,1
"ridiculous , especially if they were expecting us to be there .",0
the bulk sections are amazing !,1
"great lunch in market square , and it is a pgh institution .",1
it 's nice to support a local business that deserves it .,1
this place was really gross .,0
"local , friendly businesses serving a great product do still exist .",1
"but , hey , i can always catch up on my sleep tomorrow night .",0
our waitress was mia most of the night .,0
"i 'm not italian , but i cook way better than this myself .",0
i was quite underwhelmed with this restaurant .,0
a lot of food for a great price .,1
"reliable , reasonably priced and good workmanship .",1
the pecan french toast was spot-on delicious .,1
you 'll get a sandwich with soggy fries and coleslaw on it .,0
the pizza was simply ok .,0
miso soup had an odd taste this visit .,0
it 's not worth the money .,0
i love the staff they are also so helpful and friendly .,1
lively fun place with people to match .,1
their batter and fryer are awesome and i would recommend it to anyone .,1
all i tasted was burnt oil .,0
"overall , pretty tasty .",1
recommend to everyone just get there early for a seat .,1
if i could give negative stars i would .,0
"however , they have several cooked selections .",0
this is the perfect mexican lunch spot .,1
"ordered the tuna melt special , which was nothing spectacular , but tasty enough .",1
"well , this too was a massive disappointment .",0
i sat for almost ten minutes at the window while my food was prepared .,0
he was very busy working on multiple people at the same time .,0
i feel sick in so many different ways about this experience as a whole .,0
this was the only place where nothing tasted like any of them .,0
i would never recommend this boutique to a bride unless you want added stress .,0
"anyway , do n't try to eat here .",0
"she brought our soups , which luckily had spoons in the huge bowls .",0
"whole foods , trader joe 's , the new place near the strip .",1
they did have other types of dogs but they were more expensive .,0
i love andy and he loves me .,1
their service is a hot mess !,0
the service was also overwhelmed and really slow .,0
"average pittsburgh pizza and fried stuff pile , nothing special though .",0
great shop !,1
"quality pizza and hoagies , buffalo chicken pizza and hoagie are both really good .",1
he loads up the hot sauces an makes it fun .,1
the pasta was mushy -- way overcooked .,0
the hummus is a little bland .,0
it 's hard to find a good mechanic that is honest and affordable .,1
it is a little out of the way but it is worth the trip .,1
mediocre food and mediocre service .,0
i love this place .,1
i had the pasta trio .,0
we loved legends !,1
i waited _num_ minutes while being ignored by the receptionists .,0
wish me luck guys .,0
both were excellent !,1
the food was less than average .,0
i 'll def be back to mike 's !,1
the guys working there were excellent .,1
now here 's a place that knows what it is .,1
massage but still had a _num_ hr .,0
"the side soup is luke warm , soup should always be hot .",0
this place is great for brunch on sunday !,1
"if both of those conditions are n't true , then go anywhere else .",0
it was delicious !,1
long story short : i ordered delivery .,0
this place is amazing .,1
it took forever to get our drinks of simply water and soda .,0
"congrats , pittsburgh , this place is a winner .",1
i tried the pasta once and it was tasteless .,0
she took my bottle of wine and did not mention the price or anything .,0
they lost my clothes and charged me for stuff i never sent .,0
